Дата;Максимальная температура;Минимальная температура;Средняя температура;Атмосферное давление;Скорость ветра;Осадки;Эффективная температура
08.03.2014;4;-3,4;0,2;1017;2;0;-2,9
09.03.2014;5,3;-2,5;1;1012,9;1;0;-1,3
10.03.2014;7,2;-2,6;1,3;1013,4;1;0;-0,9
11.03.2014;12,9;-1;6,4;1000,2;2;0;3,7
12.03.2014;3,9;0,2;2,6;998,1;3;0;-0,9
13.03.2014;7,7;0,3;3,7;993,8;4;0;-0,3
14.03.2014;10,9;1;6,7;990,3;3;0;3,6
15.03.2014;11,7;1,5;7,3;984,2;4;0;3,3
16.03.2014;6,7;-0,2;2,7;970,2;4;3;-1,4
17.03.2014;1,2;-1,2;-0,1;969,2;4;2;-4,5
18.03.2014;0;-4,2;-1,9;979;4;1;-6,6
19.03.2014;4,4;-6,7;0,1;988,2;3;1;-3,7
20.03.2014;4,8;-1,2;2,3;986,8;4;1;-1,8
21.03.2014;4,2;-3,4;0,8;1004,1;3;0;-3,1
22.03.2014;14,5;2,4;8,7;999,8;3;0;5,6
23.03.2014;17,7;5,5;11,7;998,2;3;0;8,7
24.03.2014;18,4;2,9;10,7;997,7;3;0;7,7
25.03.2014;16,4;3,9;9,7;996,1;3;0;7
26.03.2014;17;1,8;9,2;1000,1;3;0;6,3
27.03.2014;9,2;1,7;4,7;1004,8;3;0;1,5
28.03.2014;11,2;-1,2;4,3;993,6;4;0;0,1
29.03.2014;-0,2;-5;-1,9;994,1;6;;-8
30.03.2014;6;-4,4;1,3;992,8;4;0;-3,4
31.03.2014;10,2;-0,2;5,1;984,3;4;0;0,9
01.04.2014;2,1;-1,7;0,1;983,6;5;4;-4,8
02.04.2014;2,7;-4,2;-0,7;993,8;4;;-5,4
03.04.2014;7,5;-2;3,2;996,9;4;0;-1,4
04.04.2014;2,9;-0,2;1,4;989,2;3;5;-2,2
05.04.2014;2,7;-1,7;0,3;996,3;6;;-5,6
06.04.2014;11,4;-2,4;5,4;1003,4;5;0;0,3
07.04.2014;13,4;2,2;8,2;996,7;4;0;3,9
08.04.2014;14;3,5;8,4;989,7;4;2;5
09.04.2014;9,6;2,4;5,2;991,3;2;3;2,7
10.04.2014;6,9;1;3,3;998,9;3;2;-0,3
11.04.2014;6,2;-0,4;3;1011,9;3;0;-0,7
12.04.2014;9,5;-1,4;5,2;1009,9;5;0;0,2
13.04.2014;6,9;3,5;4,9;1002;3;1;1,6
14.04.2014;12,5;4,2;8,6;994,9;4;6;5,3
15.04.2014;16,3;5,2;11,5;996,8;3;0;8,9
16.04.2014;17,2;6,9;12,2;1001,6;3;0;9,7
17.04.2014;16,2;5,5;11,4;1003,8;2;0;9,6
18.04.2014;19,8;6,9;13,5;1002,4;2;0;11,6
19.04.2014;21,5;7,4;15,4;1003,5;2;0;13,4
20.04.2014;23,4;8,2;16,6;1000,7;3;0;13,9
21.04.2014;26;12,6;18,7;1000,8;3;0;16,4
22.04.2014;20,9;12,7;16,6;1002,4;2;0;15,1
23.04.2014;19,7;11,5;15,3;996,9;3;0;13,5
24.04.2014;11,4;2,4;8,1;1003,4;3;0;4,6
25.04.2014;15,2;-2;8,2;1003,3;4;0;4
26.04.2014;16,7;4,7;11,2;998,7;3;0;8
27.04.2014;18,2;1,5;11,2;1001;2;0;8,6
28.04.2014;21,4;7;15,3;998;3;0;12,5
29.04.2014;16,4;9,5;12,2;991,6;3;1;10
30.04.2014;10,8;8,2;9,9;986,2;1;7;9,3
01.05.2014;21,2;6;13,8;988,5;2;0;12,6
02.05.2014;21,2;7,6;14,4;989,3;2;10;13,3
03.05.2014;15,2;7,9;11,4;994,4;4;2;7,8
04.05.2014;18,2;2,9;11,9;998,2;2;;9,6
05.05.2014;16;6,4;12;985,5;5;29;8,9
06.05.2014;9,4;3,4;6;995,5;4;0;2,2
07.05.2014;13;2,4;7,4;1007,1;3;0;4,3
08.05.2014;19,4;2,5;12,5;1008,8;3;0;9,6
09.05.2014;19,7;8,5;15,3;1004,5;3;0;12,9
10.05.2014;21,2;10,5;15,2;994,7;2;0;13,8
11.05.2014;22;13;17,1;993,4;3;;16
12.05.2014;25,9;9,5;19;996,6;1;0;19,2
13.05.2014;24,5;14,5;19,3;993;3;0;18,3
14.05.2014;22,5;11,9;17,8;999;1;0;17,1
15.05.2014;26;12,2;19,8;1000,9;2;0;19,1
16.05.2014;28,7;15;22,6;998,9;2;0;22,8
17.05.2014;31,4;16;25,2;997,2;2;0;25,6
18.05.2014;32,2;17,9;25,5;998,9;3;0;24,9
19.05.2014;28,7;18;23,2;1004,1;2;0;22,8
20.05.2014;27,5;12,5;20,4;1006,5;2;0;19,4
21.05.2014;28,2;11,2;21,3;1006,4;2;0;20,6
22.05.2014;29;14,4;21,8;1005,5;1;0;21,6
23.05.2014;30,1;12;22,5;1003,5;1;0;22,4
24.05.2014;31,4;15,8;24,2;1002,2;1;0;24,7
25.05.2014;32,6;17,5;24,7;999,3;2;0;24,4
26.05.2014;29,4;18,5;24,4;995,8;2;0;24,3
27.05.2014;29,5;17,2;23,4;990,4;2;0;23,5
28.05.2014;25,7;16,5;21,8;988,7;2;0;22
29.05.2014;22,9;15,4;20,1;991,9;4;;19
30.05.2014;22,7;17,3;19,8;996,4;3;;19,2
31.05.2014;25,5;13,5;21;997,4;4;1;18,4
01.06.2014;26,4;17;21,9;995,7;4;0;19,5
02.06.2014;28,7;17,8;23,7;999,5;4;0;21,1
03.06.2014;29;16,5;23,2;1003,7;3;0;21
04.06.2014;29,9;13,2;23,7;1003,8;4;0;21
05.06.2014;32,7;14,6;25,5;1001;2;0;24,8
06.06.2014;31,9;19,2;26,1;999,3;2;0;25,7
07.06.2014;30,7;18,9;23,9;999,4;1;19;24,3
08.06.2014;29;15,2;23,1;999,1;1;0;23,8
09.06.2014;25,5;16;20;993,8;3;1;19,6
10.06.2014;21,5;11,5;16,1;989,8;3;2;14,9
11.06.2014;18,4;11;14,6;986,4;3;2;13,4
12.06.2014;16;11,5;13,4;987,9;4;3;11,2
13.06.2014;20,4;9,5;15,5;985;3;1;13,8
14.06.2014;19,7;10;14,7;983,5;2;9;14
15.06.2014;17,7;11;14,9;987;4;6;12,9
16.06.2014;20;10,2;15,2;992,4;1;1;15,2
17.06.2014;21,2;11,3;15,6;994;2;4;14,8
18.06.2014;19,7;11,2;15,5;992,4;3;4;13,6
19.06.2014;19,4;7;14,5;993;3;0;12,4
20.06.2014;22,6;9,5;17,3;992,2;1;0;17
21.06.2014;18,4;12,5;15,9;984,8;2;12;15,7
22.06.2014;20,5;13;16,6;989,2;5;5;13,9
23.06.2014;20,7;12,5;17,1;995,4;3;0;15,5
24.06.2014;21;11,4;15,7;994,4;2;0;14,7
25.06.2014;21,2;12;16,3;990;1;5;16,5
26.06.2014;21,7;9,5;17,1;992,8;1;0;16,7
27.06.2014;14,7;9,5;12,7;985,9;4;24;10,7
28.06.2014;16,9;8,4;13,3;995,2;6;1;9,4
29.06.2014;19,7;7,1;14,2;1001,5;3;0;12,3
30.06.2014;23,5;8,5;18,1;1004,1;1;0;18
01.07.2014;29;11,4;21,9;1001,5;3;0;20,5
02.07.2014;28,2;14,1;21,9;997,7;3;;20,8
03.07.2014;24;13;18,4;999,9;3;0;17
04.07.2014;24,9;11,5;19,8;999,2;2;0;19,2
05.07.2014;26,3;14,8;21;999,3;1;0;21,3
06.07.2014;26;15,5;20,9;1000,3;1;0;21,3
07.07.2014;25;16,4;20,8;999,3;1;0;21,6
08.07.2014;26,2;14,5;21,7;997,5;2;0;21,5
09.07.2014;26,9;16,3;21,6;994,5;1;0;22
10.07.2014;27,5;12,8;20,1;992,2;1;1;20,6
11.07.2014;26,2;17,5;21,3;995,4;2;1;21,7
12.07.2014;29,5;17,4;23,1;997,8;2;0;23,2
14.07.2014;29,8;11,2;23,2;1001,3;2;0;22,1
15.07.2014;32;14,5;24,5;1000,8;2;0;24,5
16.07.2014;30,6;18,5;24,4;999,9;2;1;24,6
17.07.2014;33,6;16,5;25,8;997,9;1;0;26,5
18.07.2014;30,7;17,4;24,7;995,4;2;;25,1
19.07.2014;27,5;17,5;22,1;995,3;2;0;22,1
20.07.2014;27,5;14,2;22;995,9;1;0;21,9
21.07.2014;26,7;12,5;21,4;993;2;1;20,7
22.07.2014;26,2;16;20,9;995,6;2;0;20,1
23.07.2014;27;14,5;21,1;998,8;1;0;20,8
24.07.2014;28,2;12,3;21,9;996,8;1;0;21,7
25.07.2014;27,4;16;22,3;997,5;2;0;21,8
26.07.2014;29,5;12,3;22,1;998,9;2;0;21,8
27.07.2014;26;13,6;20,3;1002,8;2;0;19,5
28.07.2014;29,9;11,5;22,4;1003,4;1;0;22,5
29.07.2014;33,2;16;24,5;999,8;2;0;24,3
30.07.2014;32,4;16;25,3;998,8;2;0;25,3
31.07.2014;33,4;16,5;25,7;998,8;2;0;25,4
01.08.2014;34,5;14,5;26,6;998,7;1;0;26,9
02.08.2014;34,5;18,7;27,5;999,2;1;0;28,3
03.08.2014;34;18,4;26,7;997,9;2;0;26,9
04.08.2014;28,2;20,5;24,4;996,9;2;0;24,7
05.08.2014;27,5;17,1;22,2;995,4;2;;22,5
06.08.2014;26,4;18,5;22,6;993,8;2;1;22,9
07.08.2014;29,7;18,2;24,6;992,8;2;0;24,8
08.08.2014;30,2;15;23,6;992,1;2;0;23,5
09.08.2014;28,9;17,7;23,3;992,3;3;0;22,6
10.08.2014;32,7;17,9;26;994,3;2;0;25,9
11.08.2014;31,9;20,2;26,1;994,3;2;0;26,4
12.08.2014;33,1;17,5;25;993,8;1;0;26,1
13.08.2014;33,9;17,5;26,4;994,3;2;0;26,7
14.08.2014;34,2;21,4;27,6;995,8;2;;28,3
15.08.2014;36,5;20,4;29,5;991,2;1;0;30,5
16.08.2014;26,9;17,4;22,5;986,5;3;1;22,4
17.08.2014;29,2;14;22,5;988,8;3;0;21,3
18.08.2014;27,5;16;17,6;993,4;1;1;17,9
19.08.2014;17,7;14,4;15,3;996,5;3;13;14,3
20.08.2014;26,4;11,9;19,6;999,1;1;0;19,8
21.08.2014;30;14,4;21,9;997,6;1;0;22,1
22.08.2014;31;15,5;22,4;994,1;2;0;22,1
23.08.2014;21,6;13,7;16,9;996,7;3;1;15,7
24.08.2014;24,4;9,5;18,1;998,4;1;0;17,7
25.08.2014;27,5;15,2;20,6;993,6;3;0;19,4
26.08.2014;22,4;11,9;17;997,1;3;0;14,8
27.08.2014;19,9;14;17,3;991,3;2;1;16,3
28.08.2014;16,4;12,2;14,7;987,3;2;4;14,4
29.08.2014;18,2;11;15,1;991,7;4;21;13,1
30.08.2014;20,2;11,9;14,9;997,1;3;1;13,3
31.08.2014;23,3;8,5;16,6;1000;1;1;16,3
01.09.2014;25,7;12,1;19,4;1000,7;2;0;18,6
02.09.2014;26;11,5;19,4;1001,6;2;0;18,4
03.09.2014;24,2;12,9;18,6;1002,9;2;0;18
04.09.2014;18,4;10,2;14,3;1004,9;2;0;12,8
05.09.2014;21,2;7;14,8;1003,9;2;0;13,4
06.09.2014;23,5;8;16;1000,8;1;0;15,5
07.09.2014;24,6;9;18,3;999,3;1;0;17,9
08.09.2014;24,5;14,3;19,2;999,6;1;0;19,3
09.09.2014;17,7;14,9;16,3;999,8;1;1;16,7
10.09.2014;19,9;12,7;15,7;1002,2;1;3;15,5
11.09.2014;23,2;9,5;16,1;1005,6;2;0;14,5
12.09.2014;24,7;10;17,4;1005,5;2;0;16
13.09.2014;24,8;9,4;16,9;1004,9;1;0;16,6
14.09.2014;24;11,5;16,8;1002,2;2;0;15,8
15.09.2014;15,7;8,2;13,2;1002,3;3;0;11,2
16.09.2014;18,4;10,2;13,5;1003,2;2;0;11,9
17.09.2014;15,5;4,7;10,1;1007,8;2;0;7,9
18.09.2014;17,1;1,4;9,2;1009,4;1;0;7,4
19.09.2014;18,2;2,2;8,9;1010,4;1;0;7,3
20.09.2014;20;3,3;11,1;1007,3;1;0;9,6
21.09.2014;20,9;2,6;11,6;1003,3;1;0;10
22.09.2014;20,5;4,7;12,9;998,8;3;0;9,9
23.09.2014;19,5;8,4;14,9;990,2;4;0;11,5
24.09.2014;14,6;11,9;13,3;980,9;3;1;11
25.09.2014;18,9;9,7;13,8;990,7;2;0;12,4
26.09.2014;19,7;6,4;11,9;998,5;2;0;10,3
27.09.2014;17;5,2;10,3;1000,4;3;0;8
28.09.2014;16,5;7,5;10,9;1000,2;3;0;8,4
29.09.2014;15,4;4,9;11,1;1002,6;3;0;8,6
30.09.2014;17,2;8,4;13,3;996,8;3;0;11,2
01.10.2014;9,2;4,6;6,9;1000;4;;3,1
02.10.2014;10,9;3,4;6,6;1009,3;4;0;2,4
03.10.2014;12,7;1;6,4;1009,2;3;0;3
04.10.2014;12,2;2,7;7;1004,5;3;0;3,8
05.10.2014;4,9;-1,1;3,2;1008,2;1;0;1,1
06.10.2014;9,7;-0,2;5,6;1017;1;0;3,6
07.10.2014;10,2;1,7;5,7;1020;1;0;3,7
08.10.2014;12,2;-2;4,7;1016,5;2;0;2,1
09.10.2014;15,2;-1,4;7,3;1011,7;2;0;4,7
10.10.2014;16,4;5;11,2;1008,6;1;0;9,6
11.10.2014;18,7;6,7;12,3;1005;1;0;11,1
12.10.2014;20,7;4,5;12,7;1002,6;1;0;11,6
13.10.2014;21,7;8,5;15,4;998,3;2;0;13,5
14.10.2014;19,4;10,2;14,1;997,4;1;0;13,3
15.10.2014;20,7;8;14,8;993,7;2;0;13,3
16.10.2014;18,3;12;14,5;988,2;2;3;13,6
17.10.2014;12,4;6,2;10;985,6;4;6;7,1
18.10.2014;4,9;-0,2;1,6;992,3;4;1;-2,4
19.10.2014;3,7;-1,7;0,4;1002,6;3;0;-3,5
20.10.2014;9,5;-0,5;6;988,8;4;5;2,2
21.10.2014;11,9;8;10,9;980,4;5;3;7,7
22.10.2014;5,7;-2,7;0,7;992;3;1;-3
23.10.2014;-1,5;-6,7;-3,8;1004,1;3;0;-8
24.10.2014;-0,7;-9,4;-5;1012,3;3;0;-9,3
25.10.2014;-2,5;-9,1;-6,2;1017,9;2;0;-9,9
26.10.2014;0,9;-10,5;-4,3;1020,9;1;0;-7,3
27.10.2014;5,2;-5,5;-0,5;1019;1;0;-3,3
28.10.2014;7,9;-2,4;2,7;1013,6;3;0;-1,3
29.10.2014;13,2;2,5;6,8;1009,6;3;0;3
30.10.2014;10,8;2,1;6,6;1006,4;1;0;4,4
31.10.2014;8,9;2,2;5,7;1001,4;1;0;3,6
01.11.2014;4;0,5;2,4;997,5;3;0;-1
02.11.2014;1,2;-2;-0,6;1001,9;4;;-5,2
03.11.2014;0,7;-4,2;-1,9;1004,1;2;0;-5,3
04.11.2014;5,9;-3,8;1,8;1005,2;2;0;-1,2
05.11.2014;6,4;1;3,4;1002,3;3;0;0,1
06.11.2014;4,2;1,2;2,9;1004;2;;0,5
07.11.2014;10;3,1;6,4;1005;1;0;5,1
08.11.2014;13,2;6,4;10,2;1002,8;2;0;8,6
09.11.2014;10,2;6,7;8,4;1006,2;1;0;7,3
10.11.2014;6,5;1,2;4,3;1010,2;2;0;2
11.11.2014;7,4;3,3;5,4;1013,6;3;0;2,4
12.11.2014;5,4;2;3,6;1010,4;2;0;1,1
13.11.2014;4,5;0,8;2,4;1007,3;2;0;-0,1
14.11.2014;3,8;2;2,9;1007,3;2;2;0,5
15.11.2014;2,7;1,7;2,2;1008,6;2;2;-0,4
16.11.2014;1,5;-1,9;-0,6;1012,1;3;0;-4,4
17.11.2014;-1,2;-7,5;-3,3;1014,6;3;;-7,5
18.11.2014;-3,2;-9,9;-7,1;1015,4;3;0;-11,4
19.11.2014;-3;-8;-4,8;1016;2;0;-8,3
20.11.2014;1,7;-5,5;-2,3;1015,7;2;0;-5,8
21.11.2014;0,5;-8;-4,4;1015;1;0;-7,4
22.11.2014;-5,3;-7,6;-6,3;1012,7;1;0;-9,2
23.11.2014;0,2;-9,8;-4;1011,9;2;0;-7,4
24.11.2014;-3,2;-5,7;-4,1;1019,2;2;;-7,6
25.11.2014;-3,5;-11,2;-7,2;1019,7;1;0;-10,4
26.11.2014;-6;-15,4;-10,9;1014,6;1;0;-14,3
27.11.2014;-4,3;-11,6;-7,8;1011,9;2;0;-11,8
28.11.2014;-1,2;-5,5;-3,4;1013,1;3;0;-7,8
29.11.2014;-5,5;-8,2;-6,7;1013;3;2;-11,1
30.11.2014;-7,2;-9,8;-8,8;1008,1;2;;-12,6
01.12.2014;-8,4;-10,9;-9,6;1006,2;3;0;-14,1
02.12.2014;-4,4;-10,9;-5,9;1009,6;2;0;-9,5
03.12.2014;-5,7;-9,2;-7,3;1014,2;3;0;-11,7
04.12.2014;-7,8;-11;-9,8;1008,8;4;0;-15
05.12.2014;-2;-9,8;-4,7;1010,2;3;0;-8,8
06.12.2014;-3,7;-5,2;-4,2;1015,7;3;0;-8,2
07.12.2014;-2,5;-8,3;-5,3;1010,8;3;0;-9,4
08.12.2014;-2,4;-4,6;-3,1;1004,8;3;1;-6,9
09.12.2014;-1,5;-3,1;-2,4;1007;2;1;-5,5
10.12.2014;0,7;-2,6;-0,2;1007,4;3;1;-3,7
11.12.2014;-2,2;-4,4;-3,1;1001,3;3;;-7
12.12.2014;1,2;-3,3;0,5;995,9;2;1;-2,3
13.12.2014;2,3;0,5;1,4;999,3;3;0;-2,1
14.12.2014;2,2;0,4;1;1003,4;2;0;-1,8
15.12.2014;2,2;-0,1;1,4;1006,7;1;0;-0,6
16.12.2014;1,3;-1,5;-0,2;1006,6;2;0;-3
17.12.2014;2,9;-0,6;1,5;1001,1;4;1;-2,5
18.12.2014;3,5;-2,4;0,8;994;2;3;-2
19.12.2014;1,7;-3,6;-0,9;994;2;0;-3,9
20.12.2014;4,7;0,5;3;987,7;3;5;-0,1
21.12.2014;3,4;0,5;1,6;989,2;2;2;-1,1
22.12.2014;1,2;-0,7;0,4;987,7;3;1;-3,2
23.12.2014;2,4;-0,8;1,3;976,4;4;3;-2,7
24.12.2014;2,3;-3,7;0,2;980,3;4;1;-4,1
25.12.2014;4,7;-3,9;1,3;981,4;5;2;-3,5
26.12.2014;-1,2;-10,2;-5,7;996,8;3;0;-10
27.12.2014;-8,4;-13,4;-10,3;1003,8;1;;-13,6
28.12.2014;-6,5;-12;-8,1;987,1;4;16;-13,1
29.12.2014;-10,5;-15;-12,2;996,4;3;;-16,9
30.12.2014;-10,9;-13,4;-11,8;993,7;5;8;-17,8
01.01.2015;-4,2;-15,3;-7,2;997,8;3;1;-11,6
02.01.2015;0,9;-5,1;-0,6;990,6;3;1;-4,2
03.01.2015;2,7;0,2;1,7;980,6;6;;-3,7
04.01.2015;1,7;0;1,2;977,1;4;;-3
05.01.2015;-0,2;-5,1;-1,7;978,6;3;0;-5,5
06.01.2015;-6,5;-19,2;-13,4;994,5;4;;-18,9
07.01.2015;-19,2;-22,7;-21,1;1007,8;4;0;-27,1
08.01.2015;-13,5;-24;-17,6;1012,5;4;0;-23,4
09.01.2015;-7,4;-13,7;-10,8;993,8;5;;-16,9
10.01.2015;0;-10,6;-2,3;980,3;3;3;-6,1
11.01.2015;2;-1,5;0,9;974,7;5;3;-3,9
12.01.2015;0,9;-1,8;0;981,2;4;0;-4,4
13.01.2015;3;-2,8;0,4;992;6;1;-5,2
14.01.2015;3,5;0,4;2,2;996,1;3;0;-1,3
15.01.2015;0,9;-2,7;-0,6;997,4;2;0;-3,6
16.01.2015;0,5;-6;-1,3;1003,6;2;;-4,4
17.01.2015;-1;-6,2;-2,7;1007,7;2;0;-5,9
18.01.2015;1,9;-1,9;0,9;1003,2;2;;-1,9
19.01.2015;1,5;0;0,8;1001,1;2;1;-1,9
20.01.2015;-0,4;-6,9;-3,1;1005,6;1;0;-5,7
21.01.2015;-2,5;-7,3;-5,1;1011,3;3;0;-9,2
22.01.2015;-5,2;-10;-7,4;1012,8;3;0;-11,9
23.01.2015;-5;-8;-6,3;1014,8;4;1;-11,2
24.01.2015;-6,5;-13;-9,2;1014,5;5;0;-15,1
25.01.2015;-9,7;-14,5;-11,7;1013,1;5;;-17,8
26.01.2015;-8,5;-11,1;-9,4;1008,5;4;1;-14,6
27.01.2015;-6;-9,2;-7,3;1003,8;4;1;-12,3
28.01.2015;-3,5;-6,3;-4,5;998,7;2;1;-7,9
29.01.2015;-2;-3,9;-2,9;995,1;3;;-6,7
30.01.2015;-1,5;-5,6;-4,2;992,7;4;1;-8,8
31.01.2015;2,2;0,4;1,5;987,9;8;;-5,2
01.02.2015;2;0,2;0,9;983,5;5;17;-3,8
02.02.2015;4,3;-0,2;1,8;978;5;20;-2,9
03.02.2015;2,4;-0,5;1,1;982,4;3;1;-2,4
04.02.2015;-0,2;-2,7;-1,6;989,4;3;4;-5,3
05.02.2015;-1,7;-5,2;-3,6;1000,9;2;0;-7
06.02.2015;-5,4;-8,5;-7,1;1001,2;3;2;-11,4
07.02.2015;-4,7;-8,5;-6,6;990,5;4;1;-11,5
08.02.2015;-1,2;-5,4;-2,4;978;2;5;-5,6
09.02.2015;-1,2;-10,5;-4,6;983,8;2;0;-8,1
10.02.2015;-6,8;-12,8;-10,2;999;2;0;-14,1
11.02.2015;-6,5;-16;-10,7;1006,2;1;0;-14,1
12.02.2015;-2,5;-10,7;-4,9;1008,2;2;;-8,4
13.02.2015;-2,7;-6,1;-4,1;1007,5;2;0;-7,4
14.02.2015;-3,1;-4,2;-3,5;1008,3;1;0;-6,2
15.02.2015;-3;-5,7;-4,7;1002,7;4;;-9,5
16.02.2015;-4,3;-9,9;-7,4;1010;5;0;-13,2
17.02.2015;-5,8;-14,2;-8,6;1018,1;2;0;-12,6
18.02.2015;-4,7;-15,4;-9,9;1014,5;2;0;-14
19.02.2015;-1,9;-10,4;-4,8;1000;3;1;-9
20.02.2015;-0,5;-5,6;-2,4;1002;2;0;-5,8
21.02.2015;1,9;-2;0,4;1001,4;2;0;-2,6
22.02.2015;1,7;-2,4;-0,2;1005,2;3;0;-4,1
23.02.2015;2,7;-4;-0,8;1005,5;2;0;-4
24.02.2015;4,7;-3,6;-0,2;1005,5;4;0;-4,7
25.02.2015;3,4;-3,5;-0,3;1007,2;5;0;-5,5
26.02.2015;0;-2,4;-0,9;1009;3;0;-4,6
27.02.2015;1,9;-0,4;1,2;1006,9;4;1;-2,8
28.02.2015;1;-0,4;0,3;1003,5;4;;-3,9
01.03.2015;0,2;-2,5;-1,2;1001,4;2;;-4,3
02.03.2015;-1,4;-2,9;-1,8;1000,3;2;;-5
03.03.2015;1;-1,6;-0,2;1000;3;;-3,9
04.03.2015;0,8;-3;-0,4;998,5;2;0;-3,3
05.03.2015;0;-6;-3,8;1002,6;1;0;-6,5
06.03.2015;1;-4,7;-1,6;1007,4;2;0;-4,7
07.03.2015;1,9;-4,2;-1,1;1009,7;3;0;-5
08.03.2015;4,2;-2;2;1012;3;0;-1,6
09.03.2015;7,9;3;5,3;1007,8;4;0;1,4
10.03.2015;9,2;3,4;5,4;1008,7;2;0;2,9
11.03.2015;9,8;0,5;5,3;1006,1;1;0;3,4
12.03.2015;6,2;1;2,9;1002,9;2;0;0,2
13.03.2015;5,8;1;3,1;1009,4;4;0;-0,9
14.03.2015;3;-0,1;1,4;1019,4;3;0;-2,2
15.03.2015;7,3;-2,6;2,4;1022,9;2;0;-0,8
16.03.2015;7;-1,1;2,1;1024,6;3;0;-1,8
17.03.2015;5,4;-3,4;0,3;1024,3;2;0;-3
18.03.2015;6,5;-4,5;0,3;1019,8;2;0;-2,8
19.03.2015;6,9;-4,2;1;1013,2;2;0;-2,1
20.03.2015;9,1;-4,7;2,8;1003,1;2;0;-0,1
21.03.2015;11,3;-1,2;5,6;993,1;3;0;2,1
22.03.2015;8,8;-2,8;3,2;990,1;4;2;-1
23.03.2015;0,1;-5,6;-3,1;1001,9;3;1;-7,3
24.03.2015;6,1;-4,4;1,7;1000,9;3;0;-2,3
25.03.2015;14,2;1,9;7,7;1001,9;3;0;4
26.03.2015;15,6;3;8,7;1004,1;2;0;5,9
27.03.2015;4;-0,8;1,9;1007,7;4;0;-2,2
28.03.2015;6;-2;1,1;1012,7;6;0;-4,9
29.03.2015;1;-3;-1,2;1007,6;9;1;-9,3
30.03.2015;3,2;-3,2;0;1000,1;8;0;-7,3
31.03.2015;5,9;-1;2,4;995,9;9;0;-5,4
01.04.2015;1,7;-1,2;0,3;988,9;6;7;-5,2
02.04.2015;6,2;0,3;3,4;986,3;2;7;1
03.04.2015;5,3;0,1;1,5;985;2;15;-1,2
04.04.2015;7,6;-1,7;3,2;990,3;3;0;-0,1
05.04.2015;6,5;1,8;3,5;992,9;3;4;0,3
06.04.2015;8,4;0,5;3,7;1000,1;4;0;-0,3
07.04.2015;11,1;-1,4;5,4;1000,4;3;0;2,1
08.04.2015;6,7;3,6;5,1;989,9;3;9;2,2
09.04.2015;6,2;1,6;3,3;988,2;6;5;-2
10.04.2015;13,5;0,4;7,7;996,9;4;0;3,8
11.04.2015;19;1,6;11,7;998,6;4;0;8
12.04.2015;20;7,1;13,6;1003,1;2;0;11,2
13.04.2015;17,8;6,9;12,3;998,7;2;0;10,1
14.04.2015;12,2;3,2;7,3;990,6;4;3;3,6
15.04.2015;11,2;1,5;5,9;990,1;3;0;2,6
16.04.2015;14,1;3,6;8,6;985,1;3;3;5,9
17.04.2015;13;3,5;8,4;987,8;4;0;4,6
18.04.2015;14;4,4;8,4;986,1;2;0;6,2
19.04.2015;7,4;0,4;4,6;982,9;3;8;1,4
20.04.2015;5,9;-1,4;1,3;982;4;0;-3,1
21.04.2015;7;-2,6;2,1;986,5;2;0;-0,9
22.04.2015;8,5;-0,3;3,9;992,2;3;0;0,4
23.04.2015;12,8;3,2;8,5;988,1;5;0;4
24.04.2015;17;8,9;12,3;987,1;6;0;7,1
25.04.2015;20;4,8;12,3;992,8;6;0;7,2
26.04.2015;22;2,6;14,3;997,3;3;0;11,2
27.04.2015;24,2;12,5;18,2;995,5;3;0;15,7
28.04.2015;24,9;9;18,1;998,5;2;0;16,4
29.04.2015;25,5;10,5;19,2;997,4;4;0;16,3
30.04.2015;21,5;12,5;17,4;994,9;2;1;16,3
01.05.2015;21,2;11,7;14,9;992,9;3;6;13,4
02.05.2015;22,3;10,6;17,6;993,7;2;0;16,8
03.05.2015;21,8;9,2;16,1;991,3;2;0;15,2
04.05.2015;13,9;9,9;11,8;991,4;3;2;9,9
05.05.2015;13;8;10,2;997;3;0;7,7
06.05.2015;17;9,8;12,6;997,7;3;0;9,7
07.05.2015;19;6;12,9;995,6;2;0;10,5
08.05.2015;20,4;5,9;14;993,2;2;0;12
09.05.2015;20,6;11,6;16;991,6;2;0;13,7
10.05.2015;22,6;9,8;16,5;995,1;2;0;14,3
11.05.2015;23;8,4;15,6;998,6;2;0;13,8
12.05.2015;20,5;7,5;14,6;1000,2;1;0;14
13.05.2015;22;8,7;16,1;997,4;3;0;14,3
14.05.2015;22;11,5;15,3;991,2;3;5;13,8
15.05.2015;19,2;10,4;13,4;985,5;5;3;10,3
16.05.2015;14,8;8,2;11,4;987,1;7;0;6,2
17.05.2015;16;5,3;10,2;986,7;6;0;5,4
18.05.2015;16,5;7,4;11,5;988,6;8;0;5,3
19.05.2015;16;5,2;11,1;993,4;5;0;6,9
20.05.2015;21,2;5,4;14;1000,6;3;0;11,5
21.05.2015;24,6;6,6;17,4;1003,4;2;0;16,2
22.05.2015;28,1;9,5;19,8;1003,6;3;0;18,1
23.05.2015;28,7;12;22,1;1000,3;2;0;21,2
24.05.2015;29,1;13;21,7;997,5;3;0;19,7
25.05.2015;30,3;11,5;21,4;997,1;2;0;20,4
26.05.2015;30,4;12,5;23,3;995;2;0;22,3
27.05.2015;30;16;21,7;991,4;2;0;21,3
28.05.2015;30,8;14,8;23,6;985,9;2;0;23,8
